Title,Chapter,Article,Section,Content,Page (int)
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 1. Accredited Student Organization,"This refers to a group which is officially recognized by the University as having been formed by and for the USTP students whose objectives support and promote the University’s vision and mission as an educational institution. As such, it is authorized to use certain services, facilities, amenities, and administrative resources of the University in implementing its activities/programs/projects, subject to regulation by the OSA.",Page: 88
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 2. Organizations That Use Hazing,"Student organizations, whether or not they call themselves fraternities/sororities, that use hazing in the recruitment or selection of prospective members shall not be accredited and shall be officially banned from the University. 



",Page: 88-89
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 2. Organizations That Use Hazing,"Hazing, as defined under Republic Act No. 11053, refers to any act that results in physical or psychological suffering, harm, or injury inflicted on a recruit, neophyte, applicant, or member as part of an initiation rite or practice made as a prerequisite for admission or a requirement for continuing membership in a fraternity, sorority, or organization including, but not limited to paddling, whipping, beating, branding, forced calisthenics, exposure to the weather, forced consumption of any food, liquor, beverage, drug or other substance, or any other brutal treatment or forced physical activity which is likely to adversely affect the physical and psychological health of such recruit, neophyte, applicant, or member. ",Page: 88-89
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 2. Organizations That Use Hazing,"This shall also include any activity, intentionally made or otherwise, by one person alone or acting with others, that tends to humiliate or embarrass, degrade, abuse, or endanger, by requiring a recruit, neophyte, applicant, or member to do menial, silly, or foolish tasks. 
",Page: 88-89
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 2. Organizations That Use Hazing,"Please refer to Appendix VI for the excerpt of [REPUBLIC ACT NO. 11053] “An Act Prohibiting Hazing and Regulating Other Forms of Initiation Rites of Fraternities, Sororities, and Other Organizations, and Providing Penalties for Violations Thereof, Amending for the Purpose Republic Act No. 8049, Entitled “An Act Regulating Hazing and Other Forms of Initiation Rites in Fraternities Sororities, and Organizations and Providing Penalties Therefor.”",Page: 88-89
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 3. Federation of Student Councils (FSC),"This refers to the whole student body of the University which promotes, protects, and preserves the dignity, commitments, and aspirations of the University. Its officers are elected from the entire student population in accordance with its constitution and by-laws. It is the umbrella organization of all accredited organizations within the University inclusive of the following: a) University Student Government (USG) for main and major campuses and b) Supreme Student Council (SSC) for satellite campuses.",Page: 89-90
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 4. Mother Organization,This refers to college-based organization or an organization composed of 2 or more-unit organizations.,Page: 90
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 5. Curricular Student Organization,"This refers to a group concerned with the enhancement of students’ learning in a certain academic discipline through the conduct of special lecture series, symposia, seminars-workshops, exhibits and other learning activities.",Page: 90
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 2. Types of Student Organizations,Section 6. Non-Curricular Student Organization,"This is a group seeking to promote and develop student leadership, community awareness, social responsibility, and wholesome fellowship for constructive purposes through campus activities concerning community service, sports/culture, and advocacies on sociocultural-political- economic affairs.",Page: 90
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 3. Membership in Student Organizations,,"All bona fide students may join as members and be elected as officers of accredited Student Organizations provided that: 
1. no student shall be a member of more than three organizations, and 
2. a freshman may be admitted as member, but not elected as officer of an organization.",Page: 90-91
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 1. Election Period,"Election of officers for the FSC, USG, SSC, college councils, mother organizations, curricular and non-curricular organizations shall be held annually on a date to be determined by the Electoral Board of the USG and the OSA. The common date of election shall be in accordance with the guidelines for Suspension of Activities in this Handbook.",Page: 91
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 2. Renewal of Recognition,"All student political parties must apply for recognition from the COMELEC created by the student organization. Requirements for recognition/renewal of recognition are the following: 
1. Official name and abbreviated name of the party. 
2. Party affiliation with city/national/international organization. 
3. Name of conveners, their courses and year. 
4. Faculty adviser with signed conformity. 
5. Statement of party platform. 
6. Names, course/year of candidates and office they are running for; and 
7. Proposed pre-election activities.",Page: 91
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 3. Documents for Candidacy,"Prior to filing a certificate of candidacy with the electoral committee, each candidate shall secure the following: 
1. Certification from the Deans regarding residency of at least two (2) consecutive semesters in USTP prior to election. (Note: The Coordinator, OSA shall orient the candidate that if elected, s/he shall be a regular student during the entire duration of his/her term of office; and 
2. Certification from the OSA that the candidate has no disciplinary record involving grave offense.",Page: 91-92
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 4. Campaign Posters,"1. Campaign Posters and propaganda materials require the COMELEC stamp. 
2. The size and number of posters will be limited for each political party inside the campus, as specified by the election code set by the student organizations. 
3. Posters and banners shall be placed only at the COMELEC designated areas/bulletin. Posting on trees, walls and University fences is not allowed. 
4. Election campaign outside the campus in a form of radio, TV and/or newspaper ads is strictly prohibited.",Page: 92
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 5. Classroom Campaign,"This may be allowed provided prior permission is obtained from the office of the Academic Vice Chancellor, in consultation with the University Deans and the classroom instructor concerned.",Page: 92
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 6. Campaign Period,This is allowed for one week only prior to Election Day.,Page: 92
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 7. COMELEC,"For purposes of supervision and coordination, all the following student organization and ELECOM processes and releases shall be endorsed to OSA/ArCu Director for recommendation and for approval of the Vice Chancellor for Student Affairs and Services (VCSAS) such as but not limited to the following documents: 
1. Names of the members of the duly recognized COMELEC. 
2. The manner and conduct of election and the copy of the rules and regulations governing elections including accreditation requirements for political parties and qualifications of candidates per their constitution & by- laws (CBL) shall be presented through a General Assembly of aspiring student leaders including students of the campus prior to its recommendation to OSA and the approval of the VCSAS/Campus Director. 
3. Certified list of accredited student parties. 
4. List of winning candidates for proclamation and publication. 
",Page: 92-94
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 7. COMELEC,"If ELECOM fails to perform its duties and responsibilities based on the investigation conducted by OSA and/or created committee by the competent authority, OSA shall facilitate in requesting the Legislative Body composed of all the mother organization presidents (i.e., accredited college and SHS councils for the curricular and non-curricular organizations overall mother organization) to appoint their ELECOM representative. 
From the representatives, they shall choose their Chief Commissioner and its members. ",Page: 92-94
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 7. COMELEC,"Basis of the failure of ELECOM’s roles and responsibilities shall be the following: 

1. Non-compliance to the dates and timelines of the campus elections based on the existing policies (unless there is a need for postponement due to catastrophes and unprecedented events). The annual election must push through, however, through available modes including online modes. 
2. Not following the approved processes and protocols. 
3. Other acts that are not complied by the appointed ELECOM of the student organization based on its roles and obligations. 

",Page: 92-94
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 4. Election of Officers of Student Organizations,Section 7. COMELEC,"Therefore, the election process shall be recognized by OSA if there are no complaints and feedback received by OSA, and the appointed ELECOM by USG President has fulfilled its roles and responsibilities. Should there be any feedback or complaint, these shall be investigated by OSA. Should these complaints or objections be found to be valid, all the declared winners of the ELECOM shall not be recognized, and the creation of a new ELECOM represented by the Legislative Body shall take place strictly observing Board approved policies.",Page: 92-94
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 5. Qualification of Officers,,"For a student to qualify to run as an officer of accredited student organizations, s/he must possess the following qualifications: 

1. Must be a bona fide student at the University. A bona fide student is a full-fledged, duly registered enrollee in any of the component colleges and campuses of the University. 

2. Must have complied with the school residency requirement of two (2) semesters prior to the candidacy and must not have a failing grade. Elected Students enrolled in On-the-Job Training (OJT) or Student Teaching (ST), and who will be graduating during his/her last term/semester of office are not eligible to be elected as President, Vice President, or Treasurer. Any officer who is on probation status shall no longer be eligible for candidacy for the next year.",Page: 94
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 6. Student Organization Moderator,Section 1. Qualification,"With reference to the USTP Code, the moderator must be a member of the University Faculty and has a term of one (1) year, but may be reappointed for another year term, subject to the recommendation of the members of the organization and the OSA office. ",Page: 94-95
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 6. Student Organization Moderator,Section 1. Qualification,"Moderators may include their moderator duties to their compliance of the required number of consultation hours (1⁄3 of unit load for instruction). In case of leave of absence, the moderator shall inform the OSA Director so that he can recommend somebody to temporarily take the place of the absent moderator, particularly during important organization activities/affairs (intramurals, USTP days, competitions involving an organization s/he is moderating) requiring his/her presence.",Page: 94-95
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 6. Student Organization Moderator,Section 2. Term,"The moderator has a term of one (1) year, but may be reappointed for another year term, subject to the recommendation of the members of the organization and the OSA office. In case of leave of absence, the moderator shall inform the OSA Director so that he can recommend somebody to temporarily take the place of the absent moderator, particularly during important organization activities/affairs (intramurals, USTP days, competitions involving an organization s/he is moderating) requiring his/her presence.",Page: 95
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 1. Student Organizations,Article. 6. Student Organization Moderator,Section 3. Responsibilities,"The Moderator shall: 
1. actively participate in competency enhancement activities for moderators such as general assemblies, consultation meetings, mid- year and year-end evaluations, trainings, and seminars/workshops. 
2. attend student organization activities such as basic orientation seminars, general assemblies, mid-year, and year-end evaluations of the organization of which s/he is the moderator. 
3. make himself/herself available for consultation by the students concerned. 
4. submit a mid-year and year-end evaluation to the OSA. 
5. be directly responsible (with the organization president/head) for seeing to it that all members of the organization under his/her guidance shall observe discipline and proper behavior, particularly during general assemblies, acquaintance parties, intramurals, and other large, public gatherings in the campus; and 
6. act as signatory of official documents and transactions of the organization. As such, moderators shall supervise the entire activities (which are approved by competent university authority) of the organization directly under him/her. 
7. accompany students who will be allowed to stay overnight in the campus.",Page: 95-96
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 1. Discipline in Student Organizations’ Activities,,"All officers of accredited student organizations and their respective organization moderators shall be jointly responsible for the implementation and maintenance of discipline among their members and participants during their activities. They must exert all precautionary efforts to prevent violent quarrels, drunkenness, fistfights, rumbles, indecent acts, and other unruly/ discourteous/ destructive behavior during their activities, particularly those involving assemblies, intramurals, concerts, and other large gatherings. To do this, they must closely coordinate with the security services in the campus and, when necessary, with the Barangay Tanods and the police. The coordination with the university security services, Barangay Tanods and the police shall be coursed through the OSA Director.",Page: 96
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 2. Duration of Student Activities,,"Except in meritorious cases, all student activities inside the University must not extend beyond 10:00 P.M.",Page: 96
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 3. Student Activities Documentation,,Organizations should submit two (2) copies of documentation report to the OSA for every activity to be undertaken. These documents must be submitted not later than one (1) week before and after the date of the activity.,Page: 97
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 4. Suspension of Activities,,"One week prior to preliminary, mid-term, and pre-final; and two weeks before final examinations, all student organizations activities shall be suspended.",Page: 97
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 5. Financial Accountabilities,,"All student organization officers are authorized representatives of campus organizations. As such, they are individually and jointly accountable for all financial obligations and liabilities of the organization, including payment in full of debts to the University, associations (like Parents-Teachers Association and USTP Alumni Association) faculty members or students which were incurred by the organization during the tenure of the said officers. ",Page: 97
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 5. Financial Accountabilities,,The student organization shall submit the financial statement of the previous activity as requirement of the new activity. ,Page: 97
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 5. Financial Accountabilities,,The student organization official who fails to comply with financial accountability requirements shall be subjected to sanctions as stipulated in the student code.,Page: 97
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 1. Allowed Materials,The following materials are allowed for posting/hanging in designated areas within the university campus: flyers/Handbills – newsprint or bond paper; posters – must be within a maximum size of 1⁄2 Carolina or 1⁄4 Manila paper; streamers must not be longer than 3 meters. The use of tarpaulins is discouraged for environmental reasons.,Page: 97-98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 2. Number of announcements allowed,"For regular, emergency, committee meetings and general assemblies, 4 posters are allowed but streamers are not allowed. For major activities/project involving the entire student body or the whole USTP community – 4 posters and 1 canvas streamer are allowed.",Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 3. Posting Procedure,"The activity must be registered at the OSA, where applicable.  ",Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 3. Posting Procedure,The announcements must contain the following: name of the sponsoring group/s; kind of activity to be undertaken; actual date of the activity; venue of the activity. ,Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 3. Posting Procedure,"The announcements must be presented to the OSA for approval by the Director, recording and stamping.",Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 3. Posting Procedure,The approved announcements should only be posted/hanged on designated places.,Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 4. Removal of Announcement,All groups are responsible for removing their respective announcements within the school premises one day after the said activity has been conducted. ,Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 6. Posting/Display of Announcements and Notices,Section 4. Removal of Announcement,Posters posted in designated areas without the approval of the OSA Director and those posted in prohibited areas shall be removed immediately by those who posted them or a staff from the OSA office.,Page: 98
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"An organization can invite guests to the university as resource persons in seminars, symposia, or lectures. 


",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"A letter requesting permission for the conduct of the seminar, bearing the title of the seminar and the name of the guest speaker, should be addressed to the Vice Chancellor for Student Affairs and Services (VCSAA),  through channels. 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,Approval shall be sought prior to the conduct  of said seminars/symposia/conferences. ,Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"The following  guidelines are to be followed: 
1. Thank the guest for accepting the invitation through a  letter to make it formal and official. Include in the “Thank  You” letter the provisions that the organizers will  provide. 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"2. Provision of transportation service, accommodation,  meals, etc. 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"3. Ambassadors and top government officials like cabinet  members should be given utmost deference, such as  meeting them at the main entrance, or at the driveway  entrance when they arrive, making necessary reservation  of parking space, and arranging a courtesy call on the  University President accompanied by the Security  Officer for necessary security arrangements. 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,4. The invited guests shall be provided by the organizers  with ushers/usherettes especially those who are not  familiar with the campus unless otherwise the guests  have other preferences. ,Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"5. The usher/usherette should be alert for the arrival of  guests and should introduce himself/herself to the  guest(s). 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,6. The organization’s faculty moderator must always be  consulted especially when inviting dignitaries to ensure  that proper protocol is observed. ,Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,7. The organization should strive not to inconvenience the  guest and must therefore start the program on time.  Foreign and national officials are very busy people. One  very important tip: anticipate the time the participants  will settle down and adjust the official time for your guest  to arrive. It might be even helpful to emphasize that the  participants shall be in the venue properly seated at least  15 minutes before the program starts. ,Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"8. It is essential that the student assigned to introduce the  important guest to be accurate in presenting the guest’s  bio-data. Nothing can be more embarrassing when one  doing the introduction makes a mistake in the guest’s  name – more so, in pronouncing the name – or mumbles  while reading the bio-data. The one doing the  introduction should always be respectful, appropriate,  and proper in addressing the guest. ",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"9. The guest shall be offered a meal either before or after the  activity or as preferred by the guest. Booking for the use  of conference room for luncheon for VIP visitors shall be  done in advance. The organizer shall ensure close  coordination with the person in-charge. 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,"10. The student assigned to usher the guest shall engage  him/her in a conversation during waiting moments or  during meal, endeavor to invite key university officials to  be with the guest, and as much as practicable, the officials  to be invited are those whose office or functions are  related to the activity. 
",Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,11. Make sure that the guest is escorted back to the vehicle at  the end of his/her engagement. ,Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 7. Inviting External Guests,,12. Send a formal “Thank You” letter or note after the  activity. This could establish goodwill between your  organization and your guest,Page: 98-100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 1. Proof of Physical Fitness,"If applicable, a participant in a vigorous activity may be required to present a medical certificate of fitness to the Activities Chairman for him/her to be allowed to participate in the said activity.",Page: 100
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 2. Parents’ Consent.,"As a requirement for participation in a physically strenuous activity, students must present a written consent from their parents or guardians. The form can be secured from the OSA office.",Page: 101
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 3. Safety of Students,"The safety of the students and everyone participating in the intramurals, sports and other physically strenuous activities is a paramount responsibility and concern of USTP. Although safety-related problems during said activities have so far been very seldom, still it is incumbent upon the Activities Chairpersons and every Activity Manager to be constantly alert, capable, and well-prepared to effectively respond to any critical situation arising from such activities.",Page: 101
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 4. Inspection of Activity Site and Facilities,"In coordination with the Auxiliary Services Director and the OSA Director the Activity/ies Manager should spearhead the ocular inspection of the suitability of the activity venue and the safety status of the facilities therein at least a day before the activity. For instance, inspection must cover potential problems concerning open manholes, hidden humps, soft soil, loose gravel, weak foundation/braces/hinges of soccer and basketball goals, slippery floor, and highly inflammable materials in the vicinity.",Page: 101
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 5. Activity Management/Supervision,"The Activity Manager must be physically present during all activities under his/her supervision to personally ensure the prevention or prohibition of the following: 
1. Unsafe Props/Equipment. No explosives, highly inflammable, sharp, pointed, bladed, or thorny objects shall be allowed as props/equipment in any activity. 
",Page: 101-102
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 5. Activity Management/Supervision,"2. Extremely Strenuous Physical Exertion. Activities like cheer/group/individual choreographic presentations must not include acrobatic or extremely strenuous physical movements that will endanger the life and limb of the performers or spectators. 
",Page: 101-102
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 5. Activity Management/Supervision,3. Short Circuits/Faulty Wiring. All electrical gadgets used at the site must be thoroughly checked before any activity to detect short circuits/faulty wiring and prevent circuit overloading/combustion/overheating/explosion that might result in accidents. ,Page: 101-102
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 5. Activity Management/Supervision,"4. Disruptive Behavior. Through the security staff, the following individuals (performer, player or spectator) shall be immediately reported, identified, apprehended by the security guards/Barangay Tanod/police and escorted away from the activity or denied entry into the campus: those carrying deadly weapons, incendiary materials, illegal drugs or liquor; those under the influence of illegal drug or liquor; those using foul or abusive language against co-participants/players or event officials; those who start or instigate a fight; those who intentionally use rough playing to injure others; trouble-makers and noisy hecklers; other disrespectful persons who, in any manner, seriously disrupt an activity.",Page: 101-102
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"Under the direct supervision of the Activities’ Chairman, the activity manager must personally coordinate and cooperate with the University medical staff, transportation services unit, and student volunteers in seeing to it that the following concerns are properly addressed/prepared for: 


",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"1. Immediate medical attention is a top-priority responsibility and concern of every activity/event manager. 
",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"2. There must always be a readily available and fully furnished first- aid kit in the vicinity of an activity. First aid tents/booths equipped with beds/chairs/stretchers shall be installed in strategic places where the medical staff and trained Red Cross student volunteers can promptly treat patients. 
",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"3. Should activity participant be injured, the activity manager must immediately stop the activity and protect the injured individual from further injury. 
",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"4. As much as practicable, first aid treatment shall be immediately administered only by trained individuals. 
",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"5. However, if there is a suspected head, neck, or spinal injury, no one must be allowed to move the injured and the University medical staff must be immediately notified. ",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 6. Emergency Cases,"6. There must be quick coordination between the University Physician or his/her duly authorized representative and the Director, General Services, or his/her duly authorized representative in case of a need to transport the injured to a hospital. Hence, the activities chairman, through the OSA Director, should coordinate with the office of the Vice Chancellor for Finance and Administration (VFA), or his/her authorized officials, so that the medical staff and concerned transportation services personnel will be officially directed to render service for the entire duration of the activities and, if necessary, render overtime work with pay, where applicable.",Page: 102-103
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 7. Emergency Exits/Passages,"An on-site, pre-activity inspection will be conducted by the OSA Director, the Sports Education Unit Head, the USG Moderator, and the Activities Manager to ensure sufficient spaces for quick, unimpeded exit or escape passage for individuals and groups in case of fire, stampede, or any emergency.",Page: 103-104
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,"Article. 8. Intramurals, Sports, and other Vigorous Activities",Section 8. Fire Extinguishers,"In coordination with the Auxiliary Services Director and the OSA Director, all Activity/ies Managers shall ensure that fire extinguishers/hydrants must be readily available and usable in case of fire particularly during indoor activities. They shall determine if this equipment still work prior to the conduct of any activity.",Page: 104
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 9. Students’ Overnight Stay in Campus,Section 1. Campus Curfew,"Except in highly meritorious cases, students shall be prohibited from staying in the campus beyond 10:00 o’clock in the evening.",Page: 104
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 9. Students’ Overnight Stay in Campus,Section 2. Request for Permission to Stay Overnight,"Students who are officers/members of organizing/coordinating committees of the various school activities may be allowed to stay and work overnight inside the University campus, if and only if necessary. ",Page: 104
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 9. Students’ Overnight Stay in Campus,Section 2. Request for Permission to Stay Overnight,"The letter request of the President/Head of the organization, recommended by the Organization Moderator, for approval by the VCSAA, shall enumerate the following: specific purpose of the overnight stay; dates when they need to stay overnight; full names of the students who will stay overnight; venue where they intend to work overnight; and written consent from their parents/guardians.",Page: 104
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"1. Major fund-raising activities are those involving Php 25,000.00 to a maximum of Php 50,000.00 worth of investments whether monetary or in kind. Concerts inside/outside the University and movie premiers whose investment requirements fall within this range are considered major fund-raising activities. 
",Page: 105
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"2. The project proposal, which shall contain the recipient of the proceeds, among others, is duly recommended by the organization moderator, must be submitted to, and approved by the OSA or Arts and Culture (ArCu) office, where applicable, at least one (1) month before the event. ",Page: 105
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"3. The use of tickets and proceeds, i.e., the manner in which the profit will be used, should be cleared first with the OSA/ArCu office. 
",Page: 105
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"4. All tickets (including complimentary tickets) must be pre- numbered and registered with the OSA or ArCu, where applicable. 
",Page: 105
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"5. A copy of the tickets, solicitation forms and other materials that may be used in conducting the said fundraising activity should be on file with the OSA or ArCU office, where applicable for accounting and auditing purposes. 
",Page: 105
